MaritalStatus,Gender,YearlyIncome,TotalChildren,FirstPurchaseYear,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Age,Country,Buyer
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,DE,1
M,F,40000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,45,GB,1
S,M,10000.0,3,2012,3,High School,Manual,1,1,0-1 Miles,45,FR,1
S,M,10000.0,3,2012,3,Partial High School,Manual,1,1,0-1 Miles,40,DE,1
S,M,20000.0,1,2012,1,Partial College,Manual,0,1,0-1 Miles,45,FR,1
M,M,20000.0,1,2012,1,Partial College,Manual,1,1,2-5 Miles,40,DE,1
S,F,20000.0,1,2013,1,Partial College,Manual,0,1,2-5 Miles,40,FR,0
S,M,30000.0,1,2012,1,Bachelors,Clerical,0,0,0-1 Miles,45,FR,1
S,M,30000.0,1,2012,1,Bachelors,Clerical,0,1,0-1 Miles,40,FR,1
S,F,20000.0,1,2012,1,High School,Manual,0,1,1-2 Miles,46,FR,1
M,M,20000.0,1,2012,1,High School,Manual,1,1,2-5 Miles,41,DE,1
S,M,20000.0,1,2012,1,High School,Manual,0,1,1-2 Miles,41,GB,1
M,M,40000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,34,FR,1
M,F,40000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,45,FR,1
M,F,40000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,45,DE,1
M,M,30000.0,1,2012,1,Bachelors,Clerical,1,1,2-5 Miles,35,FR,1
M,F,30000.0,1,2013,1,Bachelors,Skilled Manual,1,2,0-1 Miles,46,FR,0
S,M,10000.0,4,2013,3,Partial High School,Manual,1,2,0-1 Miles,47,GB,0
S,F,20000.0,2,2011,2,High School,Manual,1,0,0-1 Miles,47,DE,1
S,M,20000.0,2,2013,2,High School,Manual,1,1,0-1 Miles,47,DE,0
S,M,20000.0,2,2013,2,High School,Manual,1,1,0-1 Miles,41,DE,0
M,M,30000.0,1,2013,1,Bachelors,Skilled Manual,1,2,0-1 Miles,42,DE,0
M,F,30000.0,1,2013,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,DE,0
S,F,10000.0,3,2013,2,Partial High School,Manual,1,2,0-1 Miles,43,GB,0
S,M,20000.0,3,2012,3,High School,Manual,1,0,0-1 Miles,48,FR,1
S,M,20000.0,3,2012,3,High School,Manual,1,0,0-1 Miles,48,FR,1
S,F,20000.0,3,2012,3,High School,Manual,1,0,0-1 Miles,42,GB,1
M,F,40000.0,0,2012,0,Bachelors,Professional,0,0,0-1 Miles,46,FR,1
M,M,40000.0,0,2011,0,Bachelors,Professional,1,0,0-1 Miles,46,DE,1
M,F,40000.0,0,2011,0,Bachelors,Professional,1,0,0-1 Miles,47,DE,1
M,M,40000.0,0,2012,0,Bachelors,Professional,1,0,0-1 Miles,46,GB,1
S,F,30000.0,2,2013,2,Partial College,Clerical,1,0,0-1 Miles,44,GB,0
S,M,30000.0,2,2012,2,Partial College,Clerical,1,0,0-1 Miles,49,FR,1
S,F,30000.0,2,2013,2,Partial College,Clerical,1,0,0-1 Miles,43,DE,0
M,F,30000.0,2,2013,2,Partial College,Clerical,0,1,0-1 Miles,42,DE,0
M,F,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,41,GB,0
M,M,40000.0,1,2014,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,GB,0
M,F,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,GB,0
S,M,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,43,DE,0
M,F,40000.0,1,2013,0,Bachelors,Skilled Manual,1,0,0-1 Miles,37,GB,0
S,M,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,49,FR,0
S,M,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,49,FR,0
S,F,30000.0,3,2011,3,Partial College,Clerical,1,0,0-1 Miles,44,DE,1
S,F,20000.0,0,2013,0,High School,Manual,0,1,1-2 Miles,35,DE,0
S,M,20000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,36,GB,0
M,M,20000.0,4,2013,4,High School,Manual,0,1,0-1 Miles,36,DE,0
S,M,30000.0,3,2011,3,Partial College,Clerical,1,1,0-1 Miles,33,DE,1
S,M,20000.0,0,2013,0,High School,Manual,1,1,2-5 Miles,34,FR,0
M,M,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,49,GB,1
M,F,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,49,GB,1
M,F,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,49,GB,1
M,M,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,44,GB,1
S,F,30000.0,1,2013,0,Partial College,Clerical,1,1,2-5 Miles,50,FR,0
M,M,40000.0,1,2011,0,Bachelors,Skilled Manual,1,0,0-1 Miles,44,DE,1
M,M,40000.0,1,2011,0,Bachelors,Skilled Manual,1,1,0-1 Miles,50,DE,1
M,F,40000.0,1,2012,0,Bachelors,Skilled Manual,1,1,0-1 Miles,50,FR,1
S,M,30000.0,3,2013,3,Partial College,Clerical,1,2,0-1 Miles,34,FR,0
S,F,30000.0,4,2013,4,Partial College,Clerical,1,1,0-1 Miles,34,DE,0
S,M,30000.0,4,2013,4,Partial College,Clerical,1,3,0-1 Miles,34,GB,0
S,M,20000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,35,FR,0
S,M,30000.0,0,2013,0,Partial College,Clerical,0,1,2-5 Miles,35,DE,0
S,F,20000.0,0,2013,0,High School,Manual,1,1,2-5 Miles,36,FR,0
S,F,20000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,36,DE,0
S,F,20000.0,0,2013,0,High School,Manual,0,1,5-10 Miles,37,FR,0
S,M,20000.0,0,2013,0,High School,Manual,0,1,1-2 Miles,37,DE,0
S,F,20000.0,0,2013,0,High School,Manual,0,1,5-10 Miles,36,FR,0
S,M,30000.0,0,2014,0,Partial College,Clerical,0,1,2-5 Miles,36,DE,0
S,M,30000.0,0,2013,0,Partial College,Clerical,0,1,2-5 Miles,36,GB,0
S,F,10000.0,0,2013,0,Partial High School,Manual,1,2,0-1 Miles,38,GB,0
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,2-5 Miles,37,FR,1
S,F,30000.0,0,2012,0,Partial College,Clerical,0,1,2-5 Miles,38,FR,1
M,M,40000.0,1,2012,1,Bachelors,Skilled Manual,1,0,1-2 Miles,37,GB,1
S,M,20000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,39,DE,0
S,M,20000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,39,DE,0
S,F,20000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,34,DE,0
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,2-5 Miles,38,FR,1
M,F,30000.0,0,2011,0,Partial College,Clerical,0,1,0-1 Miles,38,DE,1
S,M,20000.0,0,2013,0,Partial High School,Manual,0,2,0-1 Miles,32,DE,0
S,M,30000.0,0,2013,0,Partial College,Clerical,0,1,2-5 Miles,34,GB,0
S,M,30000.0,0,2013,0,Partial College,Clerical,0,1,1-2 Miles,34,FR,0
S,M,30000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,34,DE,0
S,M,30000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,35,GB,0
M,M,40000.0,4,2013,2,High School,Skilled Manual,0,2,0-1 Miles,51,US,1
M,M,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,51,CA,1
S,M,40000.0,4,2013,2,High School,Skilled Manual,1,2,2-5 Miles,52,US,1
S,F,40000.0,4,2013,2,High School,Skilled Manual,1,4,2-5 Miles,52,US,1
S,M,40000.0,0,2013,0,Bachelors,Professional,1,1,2-5 Miles,46,US,0
S,M,40000.0,0,2013,0,Bachelors,Professional,1,1,2-5 Miles,52,US,0
S,M,40000.0,0,2013,0,Bachelors,Professional,0,1,2-5 Miles,52,CA,0
S,M,50000.0,0,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,45,CA,1
S,M,60000.0,0,2013,0,Graduate Degree,Professional,0,1,0-1 Miles,45,US,1
S,M,60000.0,0,2013,0,Graduate Degree,Professional,1,1,2-5 Miles,45,US,1
S,F,60000.0,0,2013,0,Graduate Degree,Professional,0,1,2-5 Miles,45,US,1
M,F,10000.0,4,2013,0,High School,Skilled Manual,1,2,2-5 Miles,84,US,0
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,47,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,46,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,53,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,53,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,53,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,54,US,1
M,F,60000.0,4,2013,3,Bachelors,Professional,1,0,2-5 Miles,53,CA,0
M,M,80000.0,1,2013,0,Graduate Degree,Professional,1,0,0-1 Miles,53,US,1
S,M,60000.0,3,2013,2,Bachelors,Professional,0,1,0-1 Miles,54,US,1
M,F,60000.0,3,2013,2,Bachelors,Professional,1,1,2-5 Miles,43,CA,1
M,M,30000.0,3,2011,0,Bachelors,Clerical,1,0,0-1 Miles,47,DE,1
M,F,30000.0,3,2012,0,Bachelors,Clerical,1,0,0-1 Miles,53,GB,1
M,F,30000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,53,DE,1
S,M,40000.0,3,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,53,GB,1
S,F,40000.0,3,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,42,FR,1
S,M,40000.0,3,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,53,DE,1
S,M,10000.0,1,2012,1,High School,Manual,0,1,2-5 Miles,42,FR,1
S,F,20000.0,0,2011,0,Partial College,Manual,0,1,2-5 Miles,42,DE,1
S,F,20000.0,0,2012,0,Partial College,Manual,0,1,2-5 Miles,42,FR,1
S,M,10000.0,2,2012,2,High School,Manual,1,0,0-1 Miles,43,GB,1
M,M,10000.0,2,2013,2,High School,Manual,0,0,0-1 Miles,43,GB,0
S,M,30000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,42,FR,1
S,M,30000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,42,FR,1
M,M,30000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,37,DE,1
S,M,30000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,42,DE,1
M,F,20000.0,2,2013,0,Bachelors,Clerical,1,1,2-5 Miles,92,GB,0
S,F,20000.0,0,2013,0,Partial College,Manual,0,1,2-5 Miles,43,FR,0
S,M,20000.0,0,2011,0,Partial College,Manual,0,1,1-2 Miles,37,DE,1
M,F,30000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,43,GB,1
S,M,30000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,38,FR,1
M,M,30000.0,0,2012,0,Bachelors,Clerical,0,0,0-1 Miles,38,GB,1
M,M,30000.0,1,2012,0,Bachelors,Clerical,1,0,1-2 Miles,43,FR,1
S,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,38,GB,1
M,F,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,37,DE,1
S,M,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,DE,1
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,GB,1
S,M,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,FR,1
S,M,50000.0,0,2012,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,32,FR,1
M,M,20000.0,2,2011,0,Partial College,Manual,1,1,2-5 Miles,55,DE,1
M,F,10000.0,2,2013,2,High School,Manual,0,1,0-1 Miles,44,FR,0
M,F,10000.0,2,2013,2,High School,Manual,0,1,0-1 Miles,45,GB,0
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,FR,1
M,F,40000.0,0,2012,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,FR,1
S,F,20000.0,1,2012,1,Partial College,Manual,0,1,0-1 Miles,45,GB,1
M,M,10000.0,4,2013,0,High School,Manual,0,2,0-1 Miles,86,DE,0
M,M,30000.0,1,2011,1,Bachelors,Clerical,1,0,2-5 Miles,46,DE,1
S,M,10000.0,4,2011,4,Partial High School,Manual,1,0,0-1 Miles,46,DE,1
M,M,40000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,45,FR,1
M,F,40000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,40,DE,1
M,M,40000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,45,DE,1
S,M,40000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,45,GB,1
M,M,20000.0,2,2013,0,High School,Manual,1,1,2-5 Miles,85,DE,0
S,F,30000.0,1,2013,0,Partial College,Manual,1,1,1-2 Miles,85,GB,0
M,M,30000.0,1,2012,1,Bachelors,Skilled Manual,1,1,2-5 Miles,46,FR,1
M,F,30000.0,1,2012,1,Bachelors,Skilled Manual,1,1,0-1 Miles,46,GB,1
M,M,30000.0,1,2013,1,Bachelors,Skilled Manual,1,2,0-1 Miles,46,FR,0
S,F,10000.0,4,2013,3,Partial High School,Manual,1,2,0-1 Miles,47,GB,0
S,F,20000.0,2,2013,2,High School,Manual,1,2,0-1 Miles,41,FR,0
M,F,30000.0,1,2013,1,Bachelors,Skilled Manual,1,2,0-1 Miles,47,FR,0
M,M,10000.0,4,2013,0,High School,Manual,0,2,0-1 Miles,83,FR,0
S,F,10000.0,4,2013,0,High School,Manual,1,2,0-1 Miles,83,FR,0
M,F,10000.0,3,2013,2,Partial High School,Manual,0,2,0-1 Miles,49,GB,0
S,F,20000.0,3,2012,3,High School,Manual,1,0,0-1 Miles,48,GB,1
S,M,10000.0,3,2013,2,Partial High School,Manual,1,2,0-1 Miles,44,FR,0
S,F,10000.0,3,2014,2,Partial High School,Manual,1,2,0-1 Miles,50,FR,0
S,F,20000.0,3,2013,3,High School,Manual,1,1,0-1 Miles,43,GB,0
S,M,20000.0,3,2012,3,High School,Manual,1,1,0-1 Miles,49,GB,1
S,F,20000.0,3,2011,3,High School,Manual,1,3,0-1 Miles,44,DE,1
S,M,20000.0,3,2012,3,High School,Manual,1,4,0-1 Miles,43,FR,1
S,F,40000.0,0,2012,0,Bachelors,Professional,1,0,0-1 Miles,46,FR,1
M,F,40000.0,0,2012,0,Bachelors,Professional,0,0,0-1 Miles,46,FR,1
M,F,40000.0,0,2011,0,Bachelors,Professional,1,0,0-1 Miles,40,DE,1
M,M,40000.0,0,2012,0,Bachelors,Professional,1,0,0-1 Miles,46,GB,1
M,F,60000.0,0,2013,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,46,GB,0
S,F,20000.0,4,2012,4,High School,Manual,1,1,0-1 Miles,44,GB,1
M,F,30000.0,1,2012,0,Partial College,Clerical,1,1,0-1 Miles,44,FR,1
M,M,30000.0,1,2013,0,Partial College,Clerical,1,1,2-5 Miles,45,FR,0
M,M,30000.0,1,2011,0,Partial College,Clerical,1,1,0-1 Miles,50,DE,1
M,F,50000.0,1,2013,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,73,GB,0
M,M,30000.0,2,2013,2,Partial College,Clerical,0,1,0-1 Miles,47,FR,0
S,M,30000.0,2,2013,2,Partial College,Clerical,1,1,0-1 Miles,47,FR,0
M,F,40000.0,1,2014,0,Bachelors,Skilled Manual,1,0,0-1 Miles,47,GB,0
M,M,30000.0,2,2013,2,Partial College,Clerical,0,2,0-1 Miles,48,FR,0
S,F,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,48,FR,0
S,F,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,49,FR,0
S,F,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,48,FR,0
S,M,30000.0,2,2014,2,Partial College,Clerical,1,2,0-1 Miles,37,FR,0
S,M,30000.0,2,2013,2,Partial College,Clerical,1,2,0-1 Miles,43,FR,0
M,F,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,48,GB,1
S,M,20000.0,4,2013,4,High School,Manual,1,2,0-1 Miles,33,FR,0
S,M,20000.0,4,2013,4,High School,Manual,1,2,0-1 Miles,33,FR,0
S,M,30000.0,3,2011,3,Partial College,Clerical,1,1,0-1 Miles,34,DE,1
S,M,30000.0,3,2013,3,Partial College,Clerical,1,2,0-1 Miles,33,GB,0
S,F,30000.0,3,2013,3,Partial College,Clerical,1,2,0-1 Miles,34,GB,0
M,M,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,49,GB,1
M,M,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,44,GB,1
M,F,30000.0,1,2011,0,Partial College,Clerical,1,1,0-1 Miles,45,DE,1
M,F,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,45,GB,1
M,F,40000.0,1,2012,0,Bachelors,Skilled Manual,1,0,0-1 Miles,50,FR,1
M,M,40000.0,1,2012,0,Bachelors,Skilled Manual,1,1,0-1 Miles,50,FR,1
S,M,30000.0,4,2013,4,Partial College,Clerical,1,2,0-1 Miles,34,GB,0
S,F,30000.0,4,2012,4,Partial College,Clerical,1,3,0-1 Miles,34,GB,1
S,M,30000.0,5,2013,5,Partial College,Clerical,1,3,0-1 Miles,35,FR,0
M,M,10000.0,0,2013,0,Partial High School,Manual,0,2,0-1 Miles,37,FR,0
S,F,30000.0,0,2013,0,Partial College,Clerical,0,1,2-5 Miles,37,DE,0
S,F,30000.0,0,2012,0,Partial College,Clerical,0,1,0-1 Miles,36,GB,1
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,0-1 Miles,36,GB,1
M,M,30000.0,0,2013,0,Partial College,Clerical,0,1,0-1 Miles,36,GB,0
M,M,20000.0,0,2013,0,Partial High School,Manual,1,2,0-1 Miles,33,GB,0
S,F,20000.0,0,2013,0,Partial High School,Manual,0,2,1-2 Miles,32,DE,0
S,F,30000.0,0,2013,0,Partial College,Clerical,1,1,2-5 Miles,32,FR,0
S,F,30000.0,0,2013,0,Partial College,Clerical,0,1,0-1 Miles,38,FR,0
S,M,30000.0,0,2012,0,Partial College,Clerical,0,1,2-5 Miles,37,FR,1
S,M,30000.0,0,2011,0,Partial College,Clerical,0,1,2-5 Miles,38,DE,1
S,F,10000.0,0,2013,0,Partial High School,Manual,1,2,1-2 Miles,39,FR,0
M,F,20000.0,0,2013,0,Partial High School,Manual,0,2,0-1 Miles,34,GB,0
S,F,20000.0,0,2013,0,Partial High School,Manual,0,2,0-1 Miles,39,FR,0
M,M,20000.0,0,2013,0,Partial High School,Manual,0,2,0-1 Miles,33,GB,0
S,F,30000.0,0,2013,0,High School,Manual,0,1,2-5 Miles,34,GB,0
S,F,30000.0,0,2013,0,High School,Manual,0,1,1-2 Miles,35,FR,0
S,F,40000.0,0,2013,0,Bachelors,Professional,0,1,2-5 Miles,52,CA,0
S,F,50000.0,0,2013,0,Partial College,Skilled Manual,0,1,2-5 Miles,45,CA,1
S,M,50000.0,0,2013,0,Partial College,Skilled Manual,0,1,2-5 Miles,40,CA,1
S,F,50000.0,0,2013,0,Partial College,Skilled Manual,0,1,0-1 Miles,45,US,0
S,F,60000.0,0,2013,0,Graduate Degree,Professional,0,1,2-5 Miles,40,US,1
S,F,60000.0,0,2013,0,Graduate Degree,Professional,1,1,2-5 Miles,45,US,1
S,M,60000.0,0,2013,0,Graduate Degree,Professional,0,1,2-5 Miles,45,US,1
S,F,60000.0,0,2013,0,Graduate Degree,Professional,1,1,2-5 Miles,46,US,1
S,F,60000.0,0,2013,0,Graduate Degree,Professional,0,1,0-1 Miles,45,US,1
S,M,60000.0,0,2013,0,Graduate Degree,Professional,1,1,2-5 Miles,45,US,1
S,M,60000.0,0,2013,0,Graduate Degree,Professional,0,1,2-5 Miles,45,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,52,CA,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,46,US,1
M,M,60000.0,1,2013,0,Partial College,Skilled Manual,0,1,0-1 Miles,52,US,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,53,US,1
M,F,60000.0,4,2013,3,Bachelors,Professional,1,0,2-5 Miles,53,US,0
M,F,60000.0,4,2013,3,Bachelors,Professional,0,1,0-1 Miles,53,CA,0
M,M,70000.0,1,2013,0,Graduate Degree,Professional,1,1,2-5 Miles,53,US,1
M,M,70000.0,5,2013,5,Graduate Degree,Professional,0,3,10+ Miles,53,US,0
M,F,70000.0,5,2013,5,Graduate Degree,Professional,1,3,10+ Miles,53,US,0
S,M,60000.0,1,2013,0,Bachelors,Professional,1,1,2-5 Miles,37,US,1
S,M,60000.0,1,2013,0,Bachelors,Professional,1,1,2-5 Miles,54,CA,1
M,F,60000.0,1,2013,0,Bachelors,Professional,1,1,2-5 Miles,44,US,1
M,F,60000.0,1,2013,0,Bachelors,Professional,1,1,0-1 Miles,54,US,1
M,M,60000.0,1,2013,0,Bachelors,Professional,1,1,2-5 Miles,54,US,1
M,M,60000.0,1,2013,0,Bachelors,Professional,1,1,2-5 Miles,48,US,1
M,M,70000.0,5,2013,4,Graduate Degree,Professional,1,0,0-1 Miles,49,US,0
M,F,70000.0,5,2013,4,Graduate Degree,Professional,0,2,0-1 Miles,49,US,0
M,F,70000.0,5,2013,4,Graduate Degree,Professional,1,2,2-5 Miles,54,CA,0
S,M,70000.0,5,2013,4,Bachelors,Professional,1,2,2-5 Miles,48,CA,0
M,M,90000.0,1,2011,0,Graduate Degree,Management,0,0,0-1 Miles,44,AU,1
M,F,90000.0,1,2011,0,Graduate Degree,Management,1,0,0-1 Miles,43,AU,1
S,F,60000.0,2,2011,2,Bachelors,Professional,0,1,0-1 Miles,44,AU,1
M,F,80000.0,4,2011,4,Graduate Degree,Management,1,1,0-1 Miles,42,AU,1
M,M,80000.0,5,2011,5,Graduate Degree,Management,1,2,0-1 Miles,36,AU,1
M,M,90000.0,2,2011,0,Bachelors,Professional,1,0,2-5 Miles,37,AU,1
M,M,90000.0,2,2011,0,Bachelors,Professional,1,0,2-5 Miles,42,AU,1
S,F,60000.0,2,2011,2,Bachelors,Professional,1,1,2-5 Miles,44,AU,1
M,F,60000.0,2,2011,2,Bachelors,Professional,1,1,2-5 Miles,44,AU,1
M,M,60000.0,2,2011,2,Bachelors,Professional,1,1,0-1 Miles,38,AU,1
M,F,60000.0,2,2011,2,Bachelors,Professional,1,1,0-1 Miles,34,AU,1
S,M,70000.0,5,2013,5,Bachelors,Professional,1,3,10+ Miles,45,AU,0
M,F,70000.0,5,2013,5,Bachelors,Professional,0,3,10+ Miles,45,AU,0
M,F,120000.0,1,2011,0,Graduate Degree,Management,0,1,2-5 Miles,43,AU,1
M,F,70000.0,5,2013,5,Bachelors,Professional,1,4,10+ Miles,39,AU,0
M,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,45,AU,0
S,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,40,AU,0
M,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,40,AU,0
M,F,80000.0,5,2013,5,Graduate Degree,Management,0,3,0-1 Miles,39,AU,0
S,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,47,AU,0
S,M,80000.0,5,2013,5,Bachelors,Professional,1,3,0-1 Miles,35,AU,0
S,F,90000.0,0,2011,0,Bachelors,Professional,1,0,0-1 Miles,47,AU,1
M,M,90000.0,0,2011,0,Bachelors,Professional,1,0,0-1 Miles,41,AU,1
M,M,60000.0,3,2013,3,Bachelors,Professional,1,1,2-5 Miles,47,AU,0
M,F,60000.0,3,2013,3,Bachelors,Professional,1,1,2-5 Miles,47,AU,0
M,M,60000.0,3,2013,3,Bachelors,Professional,1,2,5-10 Miles,47,AU,0
M,M,70000.0,5,2013,5,Bachelors,Professional,1,4,10+ Miles,48,AU,0
S,F,70000.0,5,2013,5,Bachelors,Professional,1,4,10+ Miles,44,AU,0
M,M,70000.0,5,2013,5,Bachelors,Professional,1,4,10+ Miles,44,AU,0
S,M,70000.0,0,2013,0,Bachelors,Professional,0,1,5-10 Miles,39,AU,0
S,F,70000.0,0,2013,0,Bachelors,Professional,0,1,5-10 Miles,44,AU,0
S,M,70000.0,0,2011,0,Bachelors,Professional,1,1,5-10 Miles,44,AU,1
M,F,80000.0,5,2013,5,Bachelors,Professional,1,4,0-1 Miles,44,AU,0
M,M,80000.0,5,2011,5,Bachelors,Professional,1,4,1-2 Miles,44,AU,1
M,M,60000.0,3,2013,3,Bachelors,Professional,1,2,5-10 Miles,48,AU,0
M,M,60000.0,4,2013,4,Bachelors,Professional,1,3,10+ Miles,37,AU,0
S,M,70000.0,0,2013,0,Bachelors,Professional,0,1,5-10 Miles,48,AU,0
S,F,60000.0,3,2011,2,Bachelors,Professional,0,2,0-1 Miles,44,AU,1
S,F,60000.0,3,2011,2,Bachelors,Professional,0,2,0-1 Miles,49,AU,1
S,F,70000.0,0,2011,0,Bachelors,Professional,0,1,0-1 Miles,49,AU,1
S,M,70000.0,0,2011,0,Bachelors,Professional,0,1,0-1 Miles,49,AU,1
S,M,70000.0,0,2011,0,Bachelors,Professional,0,1,0-1 Miles,44,AU,1
M,M,90000.0,4,2013,4,Bachelors,Professional,1,0,0-1 Miles,34,AU,0
M,F,60000.0,1,2011,0,Bachelors,Professional,1,1,5-10 Miles,44,AU,1
M,M,60000.0,1,2011,0,Partial College,Skilled Manual,0,1,0-1 Miles,46,AU,1
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,51,AU,0
M,M,60000.0,1,2011,0,Partial College,Skilled Manual,1,1,0-1 Miles,52,AU,1
S,M,100000.0,0,2011,0,Bachelors,Professional,1,1,2-5 Miles,46,AU,1
S,F,100000.0,0,2013,0,Bachelors,Professional,0,1,5-10 Miles,46,AU,0
S,F,110000.0,0,2013,0,Graduate Degree,Management,0,1,5-10 Miles,46,AU,0
M,M,60000.0,1,2011,0,Partial College,Skilled Manual,1,1,0-1 Miles,46,AU,1
S,M,20000.0,3,2013,0,High School,Skilled Manual,1,2,5-10 Miles,80,AU,0
S,M,70000.0,0,2011,0,Bachelors,Professional,1,1,5-10 Miles,48,AU,1
M,M,80000.0,5,2013,5,Bachelors,Professional,1,4,1-2 Miles,36,AU,0
S,F,70000.0,0,2011,0,Bachelors,Professional,0,1,0-1 Miles,48,AU,1
M,F,90000.0,1,2013,0,Bachelors,Professional,1,1,5-10 Miles,48,AU,0
S,F,70000.0,0,2011,0,Bachelors,Professional,0,1,0-1 Miles,49,AU,1
S,M,70000.0,0,2011,0,Bachelors,Professional,0,1,0-1 Miles,44,AU,1
S,M,70000.0,0,2011,0,Bachelors,Professional,0,2,5-10 Miles,38,AU,1
S,M,70000.0,0,2011,0,Bachelors,Professional,0,2,0-1 Miles,49,AU,1
S,M,60000.0,1,2011,0,Partial College,Skilled Manual,1,1,5-10 Miles,44,AU,1
M,F,60000.0,1,2011,0,Partial College,Skilled Manual,1,1,0-1 Miles,50,AU,1
